algo,exp_label,req_id,src,dst,sp_hop,chosen_hop,detour,in_path_set,tree_depth,purify_rounds,fidelity,prob,finish_t,outcome
SP_balanced,tao=0.020000 Round=0,2,10,23,4,4,0,1,2,1|1|1|1,0.800962,0.490405,5,accepted
SP_balanced,tao=0.020000 Round=0,3,18,19,3,3,0,1,2,0|0|0,0.83857,0.81,4,accepted
SP_balanced,tao=0.020000 Round=0,4,8,28,4,4,0,1,2,1|1|1|1,0.809284,0.499235,5,accepted
SP_balanced,tao=0.020000 Round=0,5,23,2,4,4,0,1,2,1|1|1|1,0.805095,0.494729,7,accepted
SP_balanced,tao=0.020000 Round=0,6,14,29,2,2,0,1,1,0|0,0.851603,0.9,3,accepted
SP_balanced,tao=0.020000 Round=0,7,26,6,3,3,0,1,2,1|1|1,0.836017,0.59001,8,accepted
SP_balanced,tao=0.020000 Round=0,8,10,29,3,3,0,1,2,1|1|1,0.841992,0.597172,5,accepted
SP_balanced,tao=0.020000 Round=0,9,15,21,3,3,0,1,2,1|1|1,0.841428,0.596443,5,accepted
SP_balanced,tao=0.020000 Round=0,10,12,29,3,3,0,1,2,1|1|1,0.849205,0.605589,7,accepted
SP_balanced,tao=0.020000 Round=0,11,6,19,4,4,0,1,2,1|1|1|1,0.814956,0.505039,7,accepted
SP_balanced,tao=0.020000 Round=0,12,27,18,3,3,0,1,2,1|1|1,0.849324,0.606037,9,accepted
SP_balanced,tao=0.020000 Round=0,13,12,21,3,3,0,1,2,1|1|1,0.838766,0.593307,7,accepted
SP_balanced,tao=0.020000 Round=0,14,17,27,4,4,0,1,2,1|1|1|1,0.808261,0.498031,8,accepted
SP_balanced,tao=0.020000 Round=0,15,19,12,3,3,0,1,2,1|1|1,0.849226,0.606345,5,accepted
SP_balanced,tao=0.020000 Round=0,16,6,7,4,4,0,1,2,1|1|1|1,0.809379,0.499182,10,accepted
SP_balanced,tao=0.020000 Round=0,17,16,19,4,4,0,1,2,1|1|1|1,0.811452,0.501365,10,accepted
SP_balanced,tao=0.020000 Round=0,18,21,15,3,3,0,1,2,1|1|1,0.841433,0.596443,8,accepted
SP_balanced,tao=0.020000 Round=0,19,12,14,2,2,0,1,1,0|0,0.847696,0.9,5,accepted
SP_balanced,tao=0.020000 Round=0,20,23,16,3,3,0,1,2,1|1|1,0.841742,0.596737,5,accepted
SP_balanced,tao=0.020000 Round=0,21,17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.020000 Round=0,22,9,15,4,5,1,0,3,3|3|3|3|3,0.803344,0.176603,12,accepted
SP_balanced,tao=0.020000 Round=0,23,24,29,4,4,0,1,2,2|2|2|2,0.820091,0.337176,12,accepted
SP_balanced,tao=0.020000 Round=0,24,21,13,2,2,0,1,1,0|0,0.892904,0.9,7,accepted
SP_balanced,tao=0.020000 Round=0,25,24,12,4,4,0,1,2,1|1|1|1,0.806234,0.495971,12,accepted
SP_balanced,tao=0.020000 Round=0,26,29,11,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.020000 Round=0,27,0,23,4,4,0,1,2,1|1|1|1,0.816263,0.50641,12,accepted
SP_balanced,tao=0.020000 Round=0,28,15,11,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.020000 Round=0,29,17,20,3,3,0,1,2,1|1|1,0.841278,0.59622,12,accepted
ZFA_routing,tao=0.030000 Round=0,15,19,12,3,3,0,1,2,1|0|0,0.807589,0.75351,6,accepted
ZFA_routing,tao=0.030000 Round=0,29,17,20,3,3,0,1,2,4|0|0,0.812217,0.567676,12,accepted
ZFA_routing,tao=0.030000 Round=0,28,15,11,4,4,0,1,2,2|2|1|0,0.800213,0.459325,6,accepted
ZFA_routing,tao=0.030000 Round=0,27,0,23,4,4,0,0,2,1|1|0|1,0.805167,0.555241,5,accepted
ZFA_routing,tao=0.030000 Round=0,24,21,13,2,2,0,1,1,0|0,0.891473,0.9,3,accepted
ZFA_routing,tao=0.030000 Round=0,23,24,29,4,4,0,1,2,0|4|5|4,0.802736,0.228265,12,accepted
ZFA_routing,tao=0.030000 Round=0,20,23,16,3,3,0,1,2,0|1|0,0.801695,0.735778,5,accepted
ZFA_routing,tao=0.030000 Round=0,19,12,14,2,2,0,1,1,0|0,0.846083,0.9,3,accepted
ZFA_routing,tao=0.030000 Round=0,18,21,15,3,3,0,1,2,0|0|4,0.813391,0.560468,12,accepted
ZFA_routing,tao=0.030000 Round=0,0,5,13,4,4,0,1,3,4|4|0|0,0.809101,0.409436,12,accepted
ZFA_routing,tao=0.030000 Round=0,12,27,18,3,3,0,1,2,0|0|1,0.808483,0.748937,5,accepted
ZFA_routing,tao=0.030000 Round=0,11,6,19,4,4,0,1,3,4|4|0|0,0.800915,0.366591,12,accepted
ZFA_routing,tao=0.030000 Round=0,10,12,29,3,3,0,1,2,0|0|4,0.820483,0.581673,12,accepted
ZFA_routing,tao=0.030000 Round=0,9,15,21,3,3,0,1,2,1|0|0,0.802961,0.728293,6,accepted
ZFA_routing,tao=0.030000 Round=0,7,26,6,3,3,0,1,2,0|0|4,0.806563,0.561043,12,accepted
ZFA_routing,tao=0.030000 Round=0,6,14,29,2,2,0,1,1,0|0,0.850003,0.9,6,accepted
ZFA_routing,tao=0.030000 Round=0,4,8,28,4,4,0,0,2,0|0|2|2,0.802281,0.487984,6,accepted
ZFA_routing,tao=0.030000 Round=0,3,18,19,3,3,0,1,2,0|0|0,0.836061,0.81,7,accepted
ZFA_routing,tao=0.030000 Round=0,2,10,23,4,4,0,0,3,4|4|0|0,0.808397,0.443196,12,accepted
ZFA_routing,tao=0.030000 Round=0,1,8,27,3,3,0,1,2,0|0|0,0.81716,0.81,10,accepted
ZFA_routing,tao=0.030000 Round=0,5,23,2,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.030000 Round=0,8,10,29,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.030000 Round=0,13,12,21,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.030000 Round=0,14,17,27,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.030000 Round=0,16,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.030000 Round=0,17,16,19,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.030000 Round=0,21,17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.030000 Round=0,22,9,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.030000 Round=0,25,24,12,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.030000 Round=0,26,29,11,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
SP_skewed,tao=0.030000 Round=0,0,5,13,4,4,0,1,3,1|1|1|1,0.823953,0.518588,6,accepted
SP_skewed,tao=0.030000 Round=0,1,8,27,3,3,0,1,2,0|0|0,0.81716,0.81,4,accepted
SP_skewed,tao=0.030000 Round=0,2,10,23,4,4,0,1,3,2|2|2|2,0.823787,0.34859,9,accepted
SP_skewed,tao=0.030000 Round=0,3,18,19,3,3,0,1,2,0|0|0,0.836061,0.81,4,accepted
SP_skewed,tao=0.030000 Round=0,4,8,28,4,4,0,1,3,1|1|1|1,0.805785,0.499235,6,accepted
SP_skewed,tao=0.030000 Round=0,5,23,2,4,4,0,1,3,1|1|1|1,0.801574,0.494729,6,accepted
SP_skewed,tao=0.030000 Round=0,6,14,29,2,2,0,1,1,0|0,0.850003,0.9,3,accepted
SP_skewed,tao=0.030000 Round=0,7,26,6,3,3,0,1,2,1|1|1,0.833527,0.59001,7,accepted
SP_skewed,tao=0.030000 Round=0,8,10,29,3,3,0,1,2,1|1|1,0.839465,0.597172,5,accepted
SP_skewed,tao=0.030000 Round=0,9,15,21,3,3,0,1,2,1|1|1,0.838968,0.596443,5,accepted
SP_skewed,tao=0.030000 Round=0,10,12,29,3,3,0,1,2,1|1|1,0.846751,0.605589,6,accepted
SP_skewed,tao=0.030000 Round=0,11,6,19,4,4,0,1,3,1|1|1|1,0.811291,0.505039,7,accepted
SP_skewed,tao=0.030000 Round=0,12,27,18,3,3,0,1,2,1|1|1,0.846791,0.606037,10,accepted
SP_skewed,tao=0.030000 Round=0,13,12,21,3,3,0,1,2,1|1|1,0.836283,0.593307,7,accepted
SP_skewed,tao=0.030000 Round=0,14,17,27,4,4,0,1,3,1|1|1|1,0.804695,0.498031,11,accepted
SP_skewed,tao=0.030000 Round=0,15,19,12,3,3,0,1,2,1|1|1,0.846879,0.606345,6,accepted
SP_skewed,tao=0.030000 Round=0,16,6,7,4,4,0,1,3,1|1|1|1,0.805685,0.499182,12,accepted
SP_skewed,tao=0.030000 Round=0,17,16,19,4,4,0,1,3,1|1|1|1,0.807754,0.501365,7,accepted
SP_skewed,tao=0.030000 Round=0,18,21,15,3,3,0,1,2,1|1|1,0.838961,0.596443,9,accepted
SP_skewed,tao=0.030000 Round=0,19,12,14,2,2,0,1,1,0|0,0.846083,0.9,6,accepted
SP_skewed,tao=0.030000 Round=0,20,23,16,3,3,0,1,2,1|1|1,0.839265,0.596737,7,accepted
SP_skewed,tao=0.030000 Round=0,21,17,3,4,4,0,1,3,2|2|2|2,0.822669,0.346521,12,accepted
SP_skewed,tao=0.030000 Round=0,22,9,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.030000 Round=0,23,24,29,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.030000 Round=0,24,21,13,2,2,0,1,1,0|0,0.891473,0.9,3,accepted
SP_skewed,tao=0.030000 Round=0,25,24,12,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.030000 Round=0,26,29,11,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.030000 Round=0,27,0,23,4,4,0,1,3,1|1|1|1,0.812787,0.50641,8,accepted
SP_skewed,tao=0.030000 Round=0,28,15,11,4,4,0,1,3,1|1|1|1,0.803793,0.497079,12,accepted
SP_skewed,tao=0.030000 Round=0,29,17,20,3,3,0,1,2,1|1|1,0.838825,0.59622,12,accepted
SP_balanced,tao=0.030000 Round=0,0,5,13,4,4,0,1,2,1|1|1|1,0.824277,0.518588,5,accepted
SP_balanced,tao=0.030000 Round=0,1,8,27,3,3,0,1,2,0|0|0,0.816988,0.81,4,accepted
SP_balanced,tao=0.030000 Round=0,2,10,23,4,4,0,1,2,2|2|2|2,0.824008,0.34859,7,accepted
SP_balanced,tao=0.030000 Round=0,3,18,19,3,3,0,1,2,0|0|0,0.836088,0.81,4,accepted
SP_balanced,tao=0.030000 Round=0,4,8,28,4,4,0,1,2,1|1|1|1,0.806007,0.499235,5,accepted
SP_balanced,tao=0.030000 Round=0,5,23,2,4,4,0,1,2,1|1|1|1,0.801799,0.494729,8,accepted
SP_balanced,tao=0.030000 Round=0,6,14,29,2,2,0,1,1,0|0,0.850003,0.9,3,accepted
SP_balanced,tao=0.030000 Round=0,7,26,6,3,3,0,1,2,1|1|1,0.833515,0.59001,9,accepted
SP_balanced,tao=0.030000 Round=0,8,10,29,3,3,0,1,2,1|1|1,0.839541,0.597172,5,accepted
SP_balanced,tao=0.030000 Round=0,9,15,21,3,3,0,1,2,1|1|1,0.838961,0.596443,5,accepted
SP_balanced,tao=0.030000 Round=0,10,12,29,3,3,0,1,2,1|1|1,0.846774,0.605589,7,accepted
SP_balanced,tao=0.030000 Round=0,11,6,19,4,4,0,1,2,1|1|1|1,0.811699,0.505039,7,accepted
SP_balanced,tao=0.030000 Round=0,12,27,18,3,3,0,1,2,1|1|1,0.846908,0.606037,10,accepted
SP_balanced,tao=0.030000 Round=0,13,12,21,3,3,0,1,2,1|1|1,0.836289,0.593307,7,accepted
SP_balanced,tao=0.030000 Round=0,14,17,27,4,4,0,1,2,1|1|1|1,0.804977,0.498031,8,accepted
SP_balanced,tao=0.030000 Round=0,15,19,12,3,3,0,1,2,1|1|1,0.84677,0.606345,5,accepted
SP_balanced,tao=0.030000 Round=0,16,6,7,4,4,0,1,2,1|1|1|1,0.8061,0.499182,11,accepted
SP_balanced,tao=0.030000 Round=0,17,16,19,4,4,0,1,2,1|1|1|1,0.808182,0.501365,10,accepted
SP_balanced,tao=0.030000 Round=0,18,21,15,3,3,0,1,2,1|1|1,0.838968,0.596443,8,accepted
SP_balanced,tao=0.030000 Round=0,19,12,14,2,2,0,1,1,0|0,0.846083,0.9,5,accepted
SP_balanced,tao=0.030000 Round=0,20,23,16,3,3,0,1,2,1|1|1,0.839275,0.596737,5,accepted
SP_balanced,tao=0.030000 Round=0,21,17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.030000 Round=0,22,9,15,4,5,1,0,3,3|3|3|3|3,0.805524,0.184566,11,accepted
SP_balanced,tao=0.030000 Round=0,23,24,29,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.030000 Round=0,24,21,13,2,2,0,1,1,0|0,0.891473,0.9,7,accepted
SP_balanced,tao=0.030000 Round=0,25,24,12,4,4,0,1,2,1|1|1|1,0.802944,0.495971,12,accepted
SP_balanced,tao=0.030000 Round=0,26,29,11,4,4,0,1,2,2|2|2|2,0.818054,0.338995,12,accepted
SP_balanced,tao=0.030000 Round=0,27,0,23,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.030000 Round=0,28,15,11,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.030000 Round=0,29,17,20,3,3,0,1,2,1|1|1,0.838804,0.59622,12,accepted
ZFA_routing,tao=0.040000 Round=0,13,12,21,3,3,0,1,2,4|0|0,0.808312,0.553452,12,accepted
ZFA_routing,tao=0.040000 Round=0,29,17,20,3,3,0,1,2,0|0|1,0.800418,0.72694,5,accepted
ZFA_routing,tao=0.040000 Round=0,28,15,11,4,4,0,1,2,1|1|1|1,0.800837,0.497079,5,accepted
ZFA_routing,tao=0.040000 Round=0,27,0,23,4,4,0,0,2,1|1|0|1,0.801872,0.555241,5,accepted
ZFA_routing,tao=0.040000 Round=0,26,29,11,4,5,1,0,4,4|4|5|5|4,0.810883,0.114966,12,accepted
ZFA_routing,tao=0.040000 Round=0,24,21,13,2,2,0,1,1,0|0,0.890035,0.9,3,accepted
ZFA_routing,tao=0.040000 Round=0,19,12,14,2,2,0,1,1,0|0,0.844465,0.9,3,accepted
ZFA_routing,tao=0.040000 Round=0,18,21,15,3,3,0,1,2,0|0|4,0.806507,0.560468,12,accepted
ZFA_routing,tao=0.040000 Round=0,15,19,12,3,3,0,1,2,1|0|0,0.805032,0.75351,6,accepted
ZFA_routing,tao=0.040000 Round=0,0,5,13,4,4,0,1,3,4|0|0|4,0.803408,0.42135,12,accepted
ZFA_routing,tao=0.040000 Round=0,12,27,18,3,3,0,1,2,0|0|1,0.805932,0.748937,5,accepted
ZFA_routing,tao=0.040000 Round=0,10,12,29,3,3,0,1,2,0|0|1,0.808461,0.735947,5,accepted
ZFA_routing,tao=0.040000 Round=0,9,15,21,3,3,0,1,2,1|0|0,0.80037,0.728293,6,accepted
ZFA_routing,tao=0.040000 Round=0,8,10,29,3,3,0,1,2,4|0|0,0.814031,0.542127,12,accepted
ZFA_routing,tao=0.040000 Round=0,7,26,6,3,3,0,1,2,0|0|4,0.803991,0.561043,12,accepted
ZFA_routing,tao=0.040000 Round=0,6,14,29,2,2,0,1,1,0|0,0.848397,0.9,6,accepted
ZFA_routing,tao=0.040000 Round=0,4,8,28,4,4,0,0,2,0|0|2|3,0.801592,0.44761,7,accepted
ZFA_routing,tao=0.040000 Round=0,3,18,19,3,3,0,1,2,0|0|0,0.833559,0.81,7,accepted
ZFA_routing,tao=0.040000 Round=0,1,8,27,3,3,0,1,2,0|0|0,0.814634,0.81,10,accepted
ZFA_routing,tao=0.040000 Round=0,2,10,23,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.040000 Round=0,5,23,2,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.040000 Round=0,11,6,19,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.040000 Round=0,14,17,27,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.040000 Round=0,16,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.040000 Round=0,17,16,19,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.040000 Round=0,20,23,16,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.040000 Round=0,21,17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.040000 Round=0,22,9,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.040000 Round=0,23,24,29,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.040000 Round=0,25,24,12,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.040000 Round=0,0,5,13,4,4,0,1,3,1|1|1|1,0.820627,0.518588,6,accepted
SP_skewed,tao=0.040000 Round=0,1,8,27,3,3,0,1,2,0|0|0,0.814634,0.81,4,accepted
SP_skewed,tao=0.040000 Round=0,2,10,23,4,4,0,1,3,2|2|2|2,0.820494,0.34859,9,accepted
SP_skewed,tao=0.040000 Round=0,3,18,19,3,3,0,1,2,0|0|0,0.833559,0.81,4,accepted
SP_skewed,tao=0.040000 Round=0,4,8,28,4,4,0,1,3,1|1|1|1,0.802416,0.499235,6,accepted
SP_skewed,tao=0.040000 Round=0,5,23,2,4,4,0,1,3,2|2|2|2,0.824259,0.354419,8,accepted
SP_skewed,tao=0.040000 Round=0,6,14,29,2,2,0,1,1,0|0,0.848397,0.9,3,accepted
SP_skewed,tao=0.040000 Round=0,7,26,6,3,3,0,1,2,1|1|1,0.831018,0.59001,9,accepted
SP_skewed,tao=0.040000 Round=0,8,10,29,3,3,0,1,2,1|1|1,0.836977,0.597172,5,accepted
SP_skewed,tao=0.040000 Round=0,9,15,21,3,3,0,1,2,1|1|1,0.836491,0.596443,5,accepted
SP_skewed,tao=0.040000 Round=0,10,12,29,3,3,0,1,2,1|1|1,0.8443,0.605589,6,accepted
SP_skewed,tao=0.040000 Round=0,11,6,19,4,4,0,1,3,1|1|1|1,0.80788,0.505039,7,accepted
SP_skewed,tao=0.040000 Round=0,12,27,18,3,3,0,1,2,1|1|1,0.844324,0.606037,10,accepted
SP_skewed,tao=0.040000 Round=0,13,12,21,3,3,0,1,2,1|1|1,0.833792,0.593307,7,accepted
SP_skewed,tao=0.040000 Round=0,14,17,27,4,4,0,1,3,1|1|1|1,0.801299,0.498031,11,accepted
SP_skewed,tao=0.040000 Round=0,15,19,12,3,3,0,1,2,1|1|1,0.844447,0.606345,6,accepted
SP_skewed,tao=0.040000 Round=0,16,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.040000 Round=0,17,16,19,4,4,0,1,3,1|1|1|1,0.804325,0.501365,7,accepted
SP_skewed,tao=0.040000 Round=0,18,21,15,3,3,0,1,2,1|1|1,0.836482,0.596443,9,accepted
SP_skewed,tao=0.040000 Round=0,19,12,14,2,2,0,1,1,0|0,0.844465,0.9,6,accepted
SP_skewed,tao=0.040000 Round=0,20,23,16,3,3,0,1,2,1|1|1,0.836783,0.596737,7,accepted
SP_skewed,tao=0.040000 Round=0,21,17,3,4,4,0,1,3,2|2|2|2,0.819338,0.346521,12,accepted
SP_skewed,tao=0.040000 Round=0,22,9,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.040000 Round=0,23,24,29,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.040000 Round=0,24,21,13,2,2,0,1,1,0|0,0.890035,0.9,3,accepted
SP_skewed,tao=0.040000 Round=0,25,24,12,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.040000 Round=0,26,29,11,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.040000 Round=0,27,0,23,4,4,0,1,3,1|1|1|1,0.809441,0.50641,11,accepted
SP_skewed,tao=0.040000 Round=0,28,15,11,4,4,0,1,3,1|1|1|1,0.800373,0.497079,12,accepted
SP_skewed,tao=0.040000 Round=0,29,17,20,3,3,0,1,2,1|1|1,0.836347,0.59622,12,accepted
SP_balanced,tao=0.040000 Round=0,0,5,13,4,4,0,1,2,1|1|1|1,0.821063,0.518588,5,accepted
SP_balanced,tao=0.040000 Round=0,1,8,27,3,3,0,1,2,0|0|0,0.814407,0.81,4,accepted
SP_balanced,tao=0.040000 Round=0,2,10,23,4,4,0,1,2,2|2|2|2,0.820794,0.34859,7,accepted
SP_balanced,tao=0.040000 Round=0,3,18,19,3,3,0,1,2,0|0|0,0.833595,0.81,4,accepted
SP_balanced,tao=0.040000 Round=0,4,8,28,4,4,0,1,2,1|1|1|1,0.802716,0.499235,5,accepted
SP_balanced,tao=0.040000 Round=0,5,23,2,4,4,0,1,2,2|2|2|2,0.824554,0.354419,9,accepted
SP_balanced,tao=0.040000 Round=0,6,14,29,2,2,0,1,1,0|0,0.848397,0.9,3,accepted
SP_balanced,tao=0.040000 Round=0,7,26,6,3,3,0,1,2,1|1|1,0.831003,0.59001,9,accepted
SP_balanced,tao=0.040000 Round=0,8,10,29,3,3,0,1,2,1|1|1,0.837079,0.597172,5,accepted
SP_balanced,tao=0.040000 Round=0,9,15,21,3,3,0,1,2,1|1|1,0.836482,0.596443,5,accepted
SP_balanced,tao=0.040000 Round=0,10,12,29,3,3,0,1,2,1|1|1,0.844331,0.605589,7,accepted
SP_balanced,tao=0.040000 Round=0,11,6,19,4,4,0,1,2,1|1|1|1,0.808429,0.505039,7,accepted
SP_balanced,tao=0.040000 Round=0,12,27,18,3,3,0,1,2,1|1|1,0.84448,0.606037,11,accepted
SP_balanced,tao=0.040000 Round=0,13,12,21,3,3,0,1,2,1|1|1,0.833801,0.593307,7,accepted
SP_balanced,tao=0.040000 Round=0,14,17,27,4,4,0,1,2,1|1|1|1,0.80168,0.498031,8,accepted
SP_balanced,tao=0.040000 Round=0,15,19,12,3,3,0,1,2,1|1|1,0.844301,0.606345,5,accepted
SP_balanced,tao=0.040000 Round=0,16,6,7,4,4,0,1,2,1|1|1|1,0.802809,0.499182,12,accepted
SP_balanced,tao=0.040000 Round=0,17,16,19,4,4,0,1,2,1|1|1|1,0.804898,0.501365,10,accepted
SP_balanced,tao=0.040000 Round=0,18,21,15,3,3,0,1,2,1|1|1,0.836491,0.596443,8,accepted
SP_balanced,tao=0.040000 Round=0,19,12,14,2,2,0,1,1,0|0,0.844465,0.9,5,accepted
SP_balanced,tao=0.040000 Round=0,20,23,16,3,3,0,1,2,1|1|1,0.836796,0.596737,5,accepted
SP_balanced,tao=0.040000 Round=0,21,17,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,22,9,15,4,5,1,0,3,3|3|3|3|3,0.801567,0.184566,11,accepted
SP_balanced,tao=0.040000 Round=0,23,24,29,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,24,21,13,2,2,0,1,1,0|0,0.890035,0.9,7,accepted
SP_balanced,tao=0.040000 Round=0,25,24,12,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,26,29,11,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.040000 Round=0,27,0,23,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,28,15,11,4,4,0,1,2,1|1|1|1,0.800837,0.497079,11,accepted
SP_balanced,tao=0.040000 Round=0,29,17,20,3,3,0,1,2,1|1|1,0.836319,0.59622,12,accepted
ZFA_routing,tao=0.050000 Round=0,13,12,21,3,3,0,1,2,4|0|0,0.805689,0.553452,12,accepted
ZFA_routing,tao=0.050000 Round=0,24,21,13,2,2,0,1,1,0|0,0.88859,0.9,3,accepted
ZFA_routing,tao=0.050000 Round=0,21,17,3,4,4,0,1,3,0|5|4|5,0.8018,0.225411,12,accepted
ZFA_routing,tao=0.050000 Round=0,19,12,14,2,2,0,1,1,0|0,0.842841,0.9,3,accepted
ZFA_routing,tao=0.050000 Round=0,18,21,15,3,3,0,1,2,0|0|4,0.8028,0.560468,12,accepted
ZFA_routing,tao=0.050000 Round=0,15,19,12,3,3,0,1,2,1|0|0,0.802466,0.75351,6,accepted
ZFA_routing,tao=0.050000 Round=0,12,27,18,3,3,0,1,2,0|0|1,0.803372,0.748937,5,accepted
ZFA_routing,tao=0.050000 Round=0,10,12,29,3,3,0,1,2,0|0|1,0.805885,0.735947,5,accepted
ZFA_routing,tao=0.050000 Round=0,8,10,29,3,3,0,1,2,4|0|0,0.811428,0.542127,12,accepted
ZFA_routing,tao=0.050000 Round=0,7,26,6,3,3,0,1,2,0|0|4,0.80141,0.561043,12,accepted
ZFA_routing,tao=0.050000 Round=0,6,14,29,2,2,0,1,1,0|0,0.846787,0.9,6,accepted
ZFA_routing,tao=0.050000 Round=0,3,18,19,3,3,0,1,2,0|0|0,0.831046,0.81,7,accepted
ZFA_routing,tao=0.050000 Round=0,1,8,27,3,3,0,1,2,0|0|0,0.812099,0.81,10,accepted
ZFA_routing,tao=0.050000 Round=0,0,5,13,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,2,10,23,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,4,8,28,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,5,23,2,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,9,15,21,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,11,6,19,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,14,17,27,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.050000 Round=0,16,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.050000 Round=0,17,16,19,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,20,23,16,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,22,9,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,23,24,29,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.050000 Round=0,25,24,12,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,26,29,11,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,27,0,23,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
ZFA_routing,tao=0.050000 Round=0,28,15,11,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
